Plant name;Common name (English);Origin;Classification;Diameter;Height;Colors (leaf);Colors (flower);Colors (bract);Colors (fruit);Planting period;Growth period;Blooming period;Fruiting period;Tags;Sunlight;Watering;Fertilizing;Pruning;Soil;Soil moisture MIN (%);Soil moisture MAX (%);Soil conductivity MIN (μs/cm);Soil conductivity MAX (μs/cm);Soil PH MIN;Soil PH MAX;Temperature MIN (℃);Temperature MAX (℃);Humidity MIN (%RH);Humidity MAX (%RH);Light MIN (lux);Light MAX (lux);Light MIN (mmol);Light MAX (mmol);
Malus brevipes;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus domestica;;Turkey;Rosaceae,Malus;≥40;≥80;;144,59;;120,56,146;;;;5;7-10;;4;3,6;5,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;65000;4700;9600
Malus floribunda;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144,114,106;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus halliana;;China;Rosaceae,Malus;≥10;≥15;;59;;;;spring;;3-4;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus hupehensis;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144,114,106;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus micromalus;;China;Rosaceae,Malus;≥10;≥15;;59;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus sargentii;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus spectabilis;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144,114,106;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus toringo;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus toringoides;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144,114;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus tschonoskii;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144,146;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malus yunnanensis;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144,114,106;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Metasequoia glyptostroboides;;China;Taxodiaceae,Metasequoia;≥15;≥30;84;;;56,87;;;;2;11;;3-4;3,6;6,0;2;8;15;60;350;2000;5.5;6.5;5;35;30;80;4000;50000;3500;5000
Oak;;United States;Fagaceae,Quercus;≥20;≥25;56;;;115;;;;4-5;7-9;;3-4;2,6;6,0;1;6;15;60;350;2000;6.1;7;5;32;30;80;3500;30000;2500;4500
Phoebe zhennan;;Subtropical areas;Lauraceae,Phoebe;≥10;≥15;56;146;;;;spring,autumn;;4-5;9-10;69;1;2,6;7,0;129;19;15;60;350;2000;0;0;5;35;30;80;1500;35000;1500;4500
Phoenix canariensis;;Western Asia,North Africa;Palmae,Phoenix;≥20;20-30;;144;;;;spring;;3-4;9-10;;2-4;4;6,260;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Phoenix dactylifera;;Western Asia,North Africa;Palmae,Phoenix;≥20;20-30;;144;;106;;spring;;3-4;9-10;;2-4;4;6,260;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Phoenix roebelenii;;Yunan;Palmae,Phoenix;≥20;20-30;;147;;;;;;4-5;6-9;64;1;4,5;4,256;1;19;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Phoenix spp.;;Southern China,India;Palmae,Phoenix;≥20;20-30;;144;;29,52,56;;;;4-5;6-10;;2-4;2,6;4,128;1;8;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Phoenix sylvestris;;Western Asia,North Africa;Palmae,Phoenix;≥20;20-30;;144;;;;spring;;3-4;9-10;;2-4;4;6,260;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Picea abies;;China;Pinaceae,Picea;≥15;≥30;56;;;12;;;;4-5;9-10;;2-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1000;50000;3000;6600
Picea asperata;;China;Pinaceae,Picea;≥15;≥30;56;;;120;;;;4-5;9-10;;2-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1000;50000;3000;6600
Picea glauca 'Conica';;China;Pinaceae,Picea;≥15;≥30;56;;;115,123;;;;4-5;9-10;;3-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1500;40000;3200;5400
Picea glauca;;China;Pinaceae,Picea;≥15;≥30;77;;;46;;;;4-5;9-10;;2-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1000;50000;3000;6600
Picea likiangensis;;China;Pinaceae,Picea;≥15;≥30;56;;;46,29,12,13,46;;;;4-5;9-10;;2-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1000;50000;3000;6600
Picea omorika;;China;Pinaceae,Picea;≥15;≥30;56;;;46;;;;4-5;9-10;;2-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1000;50000;3000;6600
Picea orientalis;;China;Pinaceae,Picea;≥15;≥30;56;;;46;;;;4-5;9-10;;2-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1000;50000;3000;6600
Picea pungens;;China;Pinaceae,Picea;≥15;≥30;77;;;46;;;;4-5;9-10;;2-4;2,6;6,0;2;6;15;60;350;2000;0;0;6;35;30;80;1000;50000;3000;6600
Pinaceae;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus armandii;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;65000;3800;7300
Pinus banksiana;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus brutia;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus bungeana;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus canariensis;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus cembra;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus contorta;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus coulteri;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus densiflora;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus echinata;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus edulis;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus elliottii;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus flexilis;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus halepensis;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus heldreichii;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus jeffreyi;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus koraiensis;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus lambertiana;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus longaeva;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus monophylla;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus mugo;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus nigra;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus palustris;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus parviflora;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus peuce;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus pinaster;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus ponderosa;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus pumila;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus radiata;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus resinosa;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus rigida;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus strobus;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus sylvestris;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus tabuliformis;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;5;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;2200;45000;3200;6000
Pinus taeda;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus thunbergii;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus virginiana;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Pinus wallichiana;;China;Pinaceae,Pinus;≥15;≥25;56;;;56,119,146;;;;4-5;;46;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;2500;55000;3000;6300
Platanus acerifolia;;Europe,Americas;Platanaceae,Platanus;≥20;≥25;;146;;;;;;4-5;9-10;;3-4;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;35;30;80;3700;50000;3500;5000
Platanus occidentalis;;Europe,Americas;Platanaceae,Platanus;≥20;≥25;;146;;;;;;4-5;9-10;;3-4;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;35;30;80;3700;50000;3500;5000
Platanus orientalis;;Europe,Americas;Platanaceae,Platanus;≥20;≥25;;146;;;;;;4-5;9-10;;3-4;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;35;30;80;3700;50000;3500;5000
Prunus 'Japan longevity';;Japan;Rosaceae,Chaenomeles;≥10;≥15;;106,144;;;;spring,autumn;;3;;;3;,6;7,0;129;19;15;60;400;1800;0;0;5;35;30;80;2500;55000;3000;7200
Prunus americana;;China;Rosaceae,Prunus;≥35;≥60;;144;;146,120,56,119;;;;4;7-8;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3600;50000;3500;5000
Prunus armeniaca;;Asia;Rosaceae,Armeniaca;≥10;≥15;;144,59;;;;spring;;3-4;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;3200;70000;3800;9300
Prunus avium;;Tropical Americas,Caribbean Islands;Rosaceae,Cerasus;≥40;≥80;;144;;120,146;;;;3-4;5-6;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3600;60000;4000;8200
Prunus cerasifera 'Atropurpurea';;Southwestern Asia;Rosaceae,Prunus;≥15;≥25;96;;;;;;;;;46;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Prunus cerasus;;Tropical Americas,Caribbean Islands;Rosaceae,Cerasus;≥40;≥80;;144;;120,146;;;;3-4;5-6;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3600;60000;4000;8200
Prunus cistena;;China,Japan;Rosaceae,Prunus;≥20;≥25;;75;;;;;;4-5;;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Prunus dulcis;;Xingjiang;Rosaceae,Amygdalus;≥20;≥25;;144,59;;82,12;;;;3-4;7-8;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Prunus fruticosa;;Tropical Americas,Caribbean Islands;Rosaceae,Cerasus;≥40;≥80;;144;;120,146;;;;3-4;5-6;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3600;60000;4000;8200
Prunus glandulosa;;China;Rosaceae,Prunus;≥35;≥60;;144;;146,120,56,119;;;;4;7-8;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3600;50000;3500;5000
Prunus incisa;;Asia;Rosaceae,Cerasus;≥10;≥15;;144,59;;;;spring;;3-4;;;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;50000;3300;6800
Prunus jamasakura;;China,Japan;Rosaceae,Prunus;≥20;≥25;;75;;;;;;4-5;;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Prunus japonica;;China;Rosaceae,Prunus;≥35;≥60;;144,114,120,119;;120;;;;4;7-8;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3600;50000;3500;5000
Prunus laurocerasus;;Europe;Rosaceae,Prunus;≥20;20-30;;144;;8;;;;3-4;6-7;;2-4;4;0,64;1;0;15;60;350;2000;7.3;7.8;10;35;30;80;3700;50000;3500;5000
Prunus maackii;;China,Korea,Japan;Rosaceae,Prunus;≥20;20-30;;144;;12;;;;4-5;5-10;;2-4;2,6;0,64;1;6;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Prunus mahaleb;;Tropical Americas,Caribbean Islands;Rosaceae,Cerasus;≥40;≥80;;144;;120,146;;;;3-4;5-6;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3600;60000;4000;8200
Prunus maritima;;United States;Rosaceae,Prunus;≥10;15-18;;96;;;;;;3-4;;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Prunus mume 'alphandii';;China;Rosaceae,Prunus;≥10;≥15;;75,120;;;;;;2-3;;;4;2,6;0,0;1;19;20;60;100;2000;0;0;5;32;30;80;3000;65000;3300;7500
Prunus mume 'Beni Chidori';;China;Rosaceae,Prunus;≥10;≥15;;144,59,140;;;;;;1-2;;;3-4;2,6;0,0;1;19;20;60;150;2000;0;0;5;35;30;80;3000;65000;3200;7700
Prunus mume 'Purpurea';;China;Rosaceae,Prunus;≥10;≥15;;96;;;;;;2-3;;;4;2,6;0,0;1;19;15;60;200;2000;0;0;6;32;30;80;3000;65000;3200;7200
Prunus mume;;China;Rosaceae,Armeniaca;≥10;≥15;;144,59,120,119;;;;;;12-4;;;3-4;2,6;0,0;1;19;15;60;350;2000;0;0;6;32;30;80;3000;60000;3200;6000
Prunus padus;;China,Korea,Japan;Rosaceae,Padus;≥20;20-30;;144;;29;;;;4-5;5-10;;2-4;2,6;0,64;1;6;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Prunus pensylvanica;;Tropical Americas,Caribbean Islands;Rosaceae,Cerasus;≥40;≥80;;144;;120,146;;;;3-4;5-6;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3600;60000;4000;8200
Prunus persica 'Atropurpurea';;Southwestern Asia;Rosaceae,Prunus;≥15;≥25;96;96;;;;;;3-4;;69;3;2,6;0,0;1;19;18;60;200;2000;0;0;5;35;30;80;2500;65000;3500;7200
Prunus persica 'Chrysanthemoides';;Central China;Rosaceae,Prunus;≥10;≥15;;59;;;;;;3-4;;;4;2,6;0,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;4000;6000
Prunus persica;;Central China;Rosaceae,Amygdalus;≥10;≥15;;59,144;;;;;;3-4;;;4;2,6;0,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;4000;6000
Prunus pumila;;Tropical Americas,Caribbean Islands;Rosaceae,Cerasus;≥40;≥80;;144;;120,146;;;;3-4;5-6;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3600;60000;4000;8200
Prunus salicina;;China;Rosaceae,Prunus;≥35;≥60;;144;;146,120,56,119;;;;4;7-8;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3600;50000;3500;5000
Prunus sargentii;;Asia;Rosaceae,Cerasus;≥10;≥15;;144,59;;;;spring;;3-4;;;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;50000;3300;6800
Prunus serrulata;;Asia;Rosaceae,Cerasus;≥10;≥15;;144,59;;;;spring;;3-4;;;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;50000;3300;6800
Prunus spinosa;;Europe,North Africa,Western Asia;Rosaceae,Prunus;≥20;20-30;;144;;8;;;;4;8;;2-4;2,6;0,64;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Prunus spp.;;Asia;Rosaceae,Cerasus;≥10;≥15;;144,59;;;;spring;;3-4;;;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;50000;3300;6800
Prunus subhirtella;;Asia;Rosaceae,Cerasus;≥10;≥15;;144,59;;;;spring;;3-4;;;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;50000;3300;6800
Prunus tomentosa;;Tropical Americas,Caribbean Islands;Rosaceae,Cerasus;≥40;≥80;;144;;120,146;;;;3-4;5-6;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3600;60000;4000;8200
Prunus triloba;;China;Rosaceae,Amygdalus;≥10;≥15;;59;;;;spring,autumn;;4-5;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;60000;4000;6000
Prunus virginiana;;China,Korea,Japan;Rosaceae,Prunus;≥20;20-30;;144;;82,107,29;;;;4-5;5-10;;2-4;2,6;0,64;1;6;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Prunus × bilreana;;China;Rosaceae,Prunus;≥20;≥25;;59;;;;;;3-4;;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Prunus × domestica;;China;Rosaceae,Prunus;≥35;≥60;;144;;146,120,56,119;;;;4;7-8;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3600;50000;3500;5000
Prunus yedoensis;;Asia;Rosaceae,Cerasus;≥10;≥15;;144,59;;;;spring;;3-4;;;4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;50000;3300;6800
Punica granatum;pomegranate;From Balkan Peninsula to Iran;Punicaceae,Punica;≥40;500-1000;;120;;120,144;;spring;;5-6;9-10;;4;2,6;6,0;1;8;15;60;350;2000;0;0;6;35;30;80;2500;50000;3800;7200
Pyrus calleryana;;China;Rosaceae,Pyrus;≥20;20-30;;144;;12;;;;4;8-9;;2-4;2,6;12,128;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Pyrus communis;;Eastern Asia;Rosaceae,Pyrus;≥50;≥100;;144;;146,52;;;;2-5;7-9;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;76000;4200;8000
Pyrus kawakamii;;Eastern Asia;Rosaceae,Pyrus;≥50;≥100;;144;;146,52;;;;2-5;7-9;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;76000;4200;8000
Pyrus pyrifolia;;China;Rosaceae,Pyrus;≥10;≥15;;144;;;;;;4-5;;;4;2,6;0,0;1;19;15;60;350;2000;0;0;8;35;30;80;3000;45000;3200;6600
Pyrus serotina;;Eastern Asia;Rosaceae,Pyrus;≥50;≥100;;144;;146,52;;;;2-5;7-9;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;76000;4200;8000
Pyrus spp.;;Eastern Asia;Rosaceae,Pyrus;≥50;≥100;;144;;146,52;;;;2-5;7-9;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;76000;4200;8000
Pyrus ussuriensis;;Eastern Asia;Rosaceae,Pyrus;≥50;≥100;;144;;146,52;;;;2-5;7-9;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;76000;4200;8000
Quercus acuta;;United States;Fagaceae,Quercus;≥20;≥25;56;;;115;;;;4-5;7-9;;3-4;2,6;6,0;1;6;15;60;350;2000;6.1;7;5;32;30;80;3500;30000;2500;4500
Quercus acutissima;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus agrifolia;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus alba;;United States;Fagaceae,Quercus;≥20;≥25;;144;;;;;;4;10;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Quercus alnifolia;;United States;Fagaceae,Quercus;≥20;≥25;56;;;115;;;;4-5;7-9;;3-4;2,6;6,0;1;6;15;60;350;2000;6.1;7;5;32;30;80;3500;30000;2500;4500
Quercus bicolor;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus castaneifolia;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus cerris;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus coccinea;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus dentata;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus douglasii;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus faginea;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus falcata;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus frainetto;;United States;Fagaceae,Quercus;≥20;≥25;56;;;115;;;;4-5;7-9;;3-4;2,6;6,0;1;6;15;60;350;2000;6.1;7;5;32;30;80;3500;30000;2500;4500
Quercus garryana;;Worldwide;Fagaceae,Quercus;≥20;≥25;56;;;;;;;4;10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Quercus glauca;;United States;Fagaceae,Quercus;≥20;≥25;56;;;115;;;;4-5;7-9;;3-4;2,6;6,0;1;6;15;60;350;2000;6.1;7;5;32;30;80;3500;30000;2500;4500
Quercus gravesii;;United States;Fagaceae,Quercus;≥20;≥25;56;;;115;;;;4-5;7-9;;3-4;2,6;6,0;1;6;15;60;350;2000;6.1;7;5;32;30;80;3500;30000;2500;4500
